country,year,gdp_per_capita
Lithuania,2022,25085.784063499
Lithuania,2023,27786.0057829276
Lithuania,2024,29384.0189598663
Luxembourg,1960,2261.17741836594
Luxembourg,1961,2241.36003221423
Luxembourg,1962,2331.55685801925
Luxembourg,1963,2461.90112384487
Luxembourg,1964,2779.18439746326
Luxembourg,1965,2803.85304611765
Luxembourg,1966,2925.22204723477
Luxembourg,1967,2934.52832111007
Luxembourg,1968,3202.50594852825
Luxembourg,1969,3690.17182620062
Luxembourg,1970,4298.03389742102
Luxembourg,1971,4435.39800823681
Luxembourg,1972,5486.72062789089
Luxembourg,1973,7447.21301786664
Luxembourg,1974,8966.72895879047
Luxembourg,1975,8701.30473139249
Luxembourg,1976,9490.6903118849
Luxembourg,1977,10486.3357891095
Luxembourg,1978,13034.3882079614
Luxembourg,1979,15204.3308191994
Luxembourg,1980,16531.1148988397
Luxembourg,1981,13837.1299814617
Luxembourg,1982,12590.9767956204
Luxembourg,1983,12374.0304234408
Luxembourg,1984,12126.9391987909
Luxembourg,1985,12481.9658448559
Luxembourg,1986,18149.8692500239
Luxembourg,1987,22443.4314633012
Luxembourg,1988,25219.3542781732
Luxembourg,1989,26618.0695774968
Luxembourg,1990,33465.478207919
Luxembourg,1991,35747.3377992066
Luxembourg,1992,39570.8615665986
Luxembourg,1993,40066.7242518773
Luxembourg,1994,43933.235442736
Luxembourg,1995,51032.349635318
Luxembourg,1996,50444.3591236175
Luxembourg,1997,46641.6408754876
Luxembourg,1998,47445.3810812051
Luxembourg,1999,50872.4492684624
Luxembourg,2000,48659.5988753233
Luxembourg,2001,48440.1420151355
Luxembourg,2002,53005.7339209179
Luxembourg,2003,65689.3214536911
Luxembourg,2004,76544.9170868473
Luxembourg,2005,80988.1376230858
Luxembourg,2006,90788.8004876145
Luxembourg,2007,107475.320297978
Luxembourg,2008,120422.137934157
Luxembourg,2009,109419.746953106
Luxembourg,2010,110885.991378721
Luxembourg,2011,119025.057203467
Luxembourg,2012,112584.676270958
Luxembourg,2013,120000.140729859
Luxembourg,2014,123678.702143275
Luxembourg,2015,105462.012584423
Luxembourg,2016,106899.293549552
Luxembourg,2017,110193.213797228
Luxembourg,2018,116926.759593905
Luxembourg,2019,112696.649059674
Luxembourg,2020,116860.02817236
Luxembourg,2021,134965.815442152
Luxembourg,2022,123719.658915996
Luxembourg,2023,133230.619178899
Luxembourg,2024,137781.681659123
Latvia,1995,2256.77360387054
Latvia,1996,2360.1714816213
Latvia,1997,2609.89308697195
Latvia,1998,2893.79998716563
Latvia,1999,3063.89794599707
Latvia,2000,3278.17896440803
Latvia,2001,3504.61829462397
Latvia,2002,4003.60935783538
Latvia,2003,4914.57992829302
Latvia,2004,6109.73265186817
Latvia,2005,7283.78738127622
Latvia,2006,9211.7374468148
Latvia,2007,13370.9789452508
Latvia,2008,15677.6080864506
Latvia,2009,11996.0322729773
Latvia,2010,11188.4191700977
Latvia,2011,12902.574053337
Latvia,2012,13329.3499931271
Latvia,2013,14484.4715282132
Latvia,2014,15185.814581236
Latvia,2015,13321.9753140616
Latvia,2016,13838.5266823272
Latvia,2017,15132.4958333982
Latvia,2018,17252.1710428626
Latvia,2019,17294.9751600969
Latvia,2020,17564.2321549354
Latvia,2021,20261.8887788916
Latvia,2022,20221.103686109
Latvia,2023,22710.2637544197
Latvia,2024,23409.0845154775
Malta,1970,828.44472588263
Malta,1971,874.061727024101
Malta,1972,975.720378043786
Malta,1973,1143.66679643467
Malta,1974,1245.31823028606
Malta,1975,1560.10519115107
Malta,1976,1726.55944845303
Malta,1977,2037.8641908695
Malta,1978,2558.73455468428
Malta,1979,3195.51431611516
Malta,1980,3948.26572689504
Malta,1981,3898.36853997864
Malta,1982,3787.91647703123
Malta,1983,3526.91395139354
Malta,1984,3332.82018387922
Malta,1985,3322.30879632858
Malta,1986,4194.53480236296
Malta,1987,5083.80179308013
Malta,1988,5814.44775940093
Malta,1989,6040.84054229986
Malta,1990,7192.38994693962
Malta,1991,7558.75921583164
Malta,1992,8220.33403924666
Malta,1993,7296.35111127489
Malta,1994,8000.3453286604
Malta,1995,9828.32354719517
Malta,1996,10061.850192141
Malta,1997,9893.18898998688
Malta,1998,10408.1157380149
Malta,1999,10609.1104477299
Malta,2000,10348.4858902403
Malta,2001,10357.7025891731
Malta,2002,11251.2025296416
Malta,2003,13593.9787155682
Malta,2004,15212.1313438497
Malta,2005,15831.344048672
Malta,2006,16653.6036929688
Malta,2007,19444.1741958382
Malta,2008,22315.3104212988
Malta,2009,21176.3218262672
Malta,2010,21946.6069636029
Malta,2011,23516.9691234302
Malta,2012,22878.3130866521
Malta,2013,25415.5566867731
Malta,2014,27424.5765646694
Malta,2015,25529.6813337717
Malta,2016,26459.0770929988
Malta,2017,30317.2443175543
Malta,2018,33382.2677499267
Malta,2019,32421.9179752262
Malta,2020,31823.4363934505
Malta,2021,38096.8360735119
Malta,2022,35638.8869457406
Malta,2023,40905.8059585057
Malta,2024,43898.5781808597
Netherlands,1960,1156.38597727767
Netherlands,1961,1254.42028262131
Netherlands,1962,1342.36827187015
Netherlands,1963,1436.88726083934
Netherlands,1964,1668.33086114697
Netherlands,1965,1848.09801532427
Netherlands,1966,1986.2702443166
Netherlands,1967,2154.57969743046
Netherlands,1968,2364.3594192663
Netherlands,1969,2646.84581766825
Netherlands,1970,2931.38078026525
Netherlands,1971,3383.58715579996
Netherlands,1972,4110.49164551948
Netherlands,1973,5353.44265154981
Netherlands,1974,6450.45770236493
Netherlands,1975,7346.3047476862
Netherlands,1976,7937.35246713998
Netherlands,1977,9180.29918461772
Netherlands,1978,11195.8424872959
Netherlands,1979,12817.3790153401
Netherlands,1980,13812.1600098191
Netherlands,1981,11537.4026865092
Netherlands,1982,11088.9543150885
Netherlands,1983,10696.0774958682
Netherlands,1984,9991.84377655651
Netherlands,1985,9940.73843593795
Netherlands,1986,13804.1360603265
Netherlands,1987,16734.1514052316
Netherlands,1988,17770.6162376388
Netherlands,1989,17423.2961585523
Netherlands,1990,21322.1944802703
Netherlands,1991,21764.2144987258
Netherlands,1992,23939.2173482108
Netherlands,1993,23156.4404444568
Netherlands,1994,24682.5866742863
Netherlands,1995,29301.1940492376
Netherlands,1996,29063.6236532536
Netherlands,1997,26744.9601318097
Netherlands,1998,27924.281808994
Netherlands,1999,28318.7466538357
Netherlands,2000,26225.1697734149
Netherlands,2001,26955.7128032278
Netherlands,2002,29446.5330872868
Netherlands,2003,35896.7504630706
Netherlands,2004,40611.3414353091
Netherlands,2005,42165.396168388
Netherlands,2006,45123.5432406426
Netherlands,2007,52100.7996285947
Netherlands,2008,58246.7026905874
Netherlands,2009,53172.0261581418
Netherlands,2010,51305.7338533973
Netherlands,2011,54701.7728030611
Netherlands,2012,50473.9442002689
Netherlands,2013,52602.2860520766
Netherlands,2014,53457.2234864322
Netherlands,2015,45793.8135434697
Netherlands,2016,46808.5291492503
Netherlands,2017,49513.6817346384
Netherlands,2018,53955.0770024266
Netherlands,2019,53554.9007491475
Netherlands,2020,53467.9277413737
Netherlands,2021,60141.9880911492
Netherlands,2022,59123.318556487
Netherlands,2023,63515.6030780019
Netherlands,2024,67520.4218956281
Poland,1990,1731.2095094382
Poland,1991,2235.54108862522
Poland,1992,2459.02068468253
Poland,1993,2497.13055936127
Poland,1994,2874.83163555069
Poland,1995,3700.95956775144
Poland,1996,4163.51195431959
Poland,1997,4137.00831823145
Poland,1998,4533.5356551781
Poland,1999,4415.50067547826
Poland,2000,4520.64100449111
Poland,2001,5015.23790036613
Poland,2002,5223.45178967082
Poland,2003,5720.81366178104
Poland,2004,6711.72715262967
Poland,2005,8043.92332253757
Poland,2006,9068.85528307627
Poland,2007,11272.5293683383
Poland,2008,14048.5604672654
Poland,2009,11556.3026866026
Poland,2010,12567.7317676382
Poland,2011,13867.6669408192
Poland,2012,13087.420943321
Poland,2013,13621.9023794031
Poland,2014,14262.2841914116
Poland,2015,12637.5220324406
Poland,2016,12464.0110508476
Poland,2017,13913.3402919927
Poland,2018,15658.2120316794
Poland,2019,15874.5220531254
Poland,2020,16150.9304813473
Poland,2021,18635.5104895754
Poland,2022,18891.2121169279
Poland,2023,22145.2660647429
Poland,2024,25103.565661423
Portugal,1960,376.976430250874
Portugal,1961,400.223162057827
Portugal,1962,426.49433629823
Portugal,1963,452.280291618213
Portugal,1964,490.207385856289
Portugal,1965,544.71961987576
Portugal,1966,601.289222261876
Portugal,1967,676.386669887118
Portugal,1968,751.947085624465
Portugal,1969,832.130682107245
Portugal,1970,934.082156096117
Portugal,1971,1064.53771257341
Portugal,1972,1302.2662677393
Portugal,1973,1747.98904060266
Portugal,1974,2000.41824574682
Portugal,1975,2127.6375072593
Portugal,1976,2173.28393425975
Portugal,1977,2267.37100319478
Portugal,1978,2457.31321644599
Portugal,1979,2755.6246177008
Portugal,1980,3368.36666940279
Portugal,1981,3245.97521367748
Portugal,1982,3079.94956634271
Portugal,1983,2735.49106580047
Portugal,1984,2522.74747620658
Portugal,1985,2705.19300197317
Portugal,1986,3861.9484333688
Portugal,1987,4803.86609546941
Portugal,1988,5623.69699982123
Portugal,1989,6056.38102771889
Portugal,1990,7884.61798756332
Portugal,1991,8958.9853330247
Portugal,1992,10810.5665079626
Portugal,1993,9534.6563637308
Portugal,1994,9977.31990905771
Portugal,1995,11781.3618502221
Portugal,1996,12185.0914010629
Portugal,1997,11575.5071124358
Portugal,1998,12199.206385024
Portugal,1999,12475.2917701476
Portugal,2000,11526.3720667968
Portugal,2001,11734.7649743954
Portugal,2002,12936.6928204482
Portugal,2003,15797.7821340276
Portugal,2004,18064.1580932987
Portugal,2005,18780.12751241
Portugal,2006,19839.4540499032
Portugal,2007,22811.0564844365
Portugal,2008,24949.0413566739
Portugal,2009,23151.2154130712
Portugal,2010,22551.935098809
Portugal,2011,23246.5425416481
Portugal,2012,20593.4274224109
Portugal,2013,21676.4859642714
Portugal,2014,22120.6850127107
Portugal,2015,19215.7813014347
Portugal,2016,19980.2808866516
Portugal,2017,21442.3842768879
Portugal,2018,23541.1401075289
Portugal,2019,23343.3628970034
Portugal,2020,22299.4044062173
Portugal,2021,24711.4510062111
Portugal,2022,24620.5197587181
Portugal,2023,27634.6183139773
Portugal,2024,29292.242104753
Romania,1987,1658.75873899995
Romania,1988,1753.19285632198
Romania,1989,1789.64455528113
Romania,1990,1648.48522974542
Romania,1991,1254.3124421298
Romania,1992,1102.10378473246
Romania,1993,1158.05632799712
Romania,1994,1323.03237766927
Romania,1995,1650.04922365201
Romania,1996,1633.01064354117
Romania,1997,1577.33656023974
Romania,1998,1852.5549693339
Romania,1999,1599.90622808339
Romania,2000,1659.92904910528
Romania,2001,1825.19299373184
Romania,2002,2119.85509684554
Romania,2003,2679.40626016154
Romania,2004,3494.99056448955
Romania,2005,4618.00350802913
Romania,2006,5757.53127301178
Romania,2007,8360.33775916596
Romania,2008,10435.1561230787
Romania,2009,8548.4543409242
Romania,2010,8399.5374234284
Romania,2011,9560.6755277458
Romania,2012,8929.95366231474
Romania,2013,9497.67411615237
Romania,2014,10031.7710755404
Romania,2015,8977.01748158196
Romania,2016,9404.54005870715
Romania,2017,10727.9822007426
Romania,2018,12416.134317959
Romania,2019,12909.6104013244
Romania,2020,13009.1770573223
Romania,2021,14907.9803652143
Romania,2022,15503.551804598
Romania,2023,18244.4186876321
Romania,2024,20080.2096215595
Slovak Republic,1990,2437.17517010845
Slovak Republic,1991,2726.59305498582
Slovak Republic,1992,2959.33644860111
Slovak Republic,1993,3143.10143068756
Slovak Republic,1994,3820.96427542658
Slovak Republic,1995,4882.51158238228
Slovak Republic,1996,5247.70081044708
Slovak Republic,1997,5172.41757491248
Slovak Republic,1998,5560.916177503
Slovak Republic,1999,5651.62327514236
Slovak Republic,2000,5421.6448441887
Slovak Republic,2001,5712.47802761654
Slovak Republic,2002,6554.62808369461
Slovak Republic,2003,8675.39633696465
Slovak Republic,2004,10650.1290097126
Slovak Republic,2005,11641.5410321763
Slovak Republic,2006,13167.8954730379
Slovak Republic,2007,16110.4817265237
Slovak Republic,2008,18744.3192278346
Slovak Republic,2009,16586.7527805228
Slovak Republic,2010,16899.448680529
Slovak Republic,2011,18469.4354316836
Slovak Republic,2012,17516.9691054078
Slovak Republic,2013,18312.7805149823
Slovak Republic,2014,18770.9289896545
Slovak Republic,2015,16442.0760860018
Slovak Republic,2016,16636.0769133073
Slovak Republic,2017,17645.5298716761
Slovak Republic,2018,19573.3717031314
Slovak Republic,2019,19406.0589683582
Slovak Republic,2020,19735.4858280801
Slovak Republic,2021,22123.3342114545
Slovak Republic,2022,21317.7943982363
Slovak Republic,2023,24614.8734642794
Slovak Republic,2024,25992.6748502048
Slovenia,1990,9925.14071044684
Slovenia,1991,7229.31149788617
Slovenia,1992,7151.15243829224
Slovenia,1993,7254.58887417768
Slovenia,1994,8243.89895545106
Slovenia,1995,10738.0887611468
Slovenia,1996,10796.7399446283
Slovenia,1997,10436.7260661871
Slovenia,1998,11131.5666628231
Slovenia,1999,11401.4906790909
Slovenia,2000,10135.7219109212
Slovenia,2001,10375.6255869861
Slovenia,2002,11639.1297780477
Slovenia,2003,14711.674874253
Slovenia,2004,17103.8297783905
Slovenia,2005,17969.7095907161
Slovenia,2006,19563.005059144
Slovenia,2007,23725.1596001515
Slovenia,2008,27461.9764165315
Slovenia,2009,24501.7897290425
Slovenia,2010,23329.8417691156
Slovenia,2011,24940.6284841605
Slovenia,2012,22442.1417859955
Slovenia,2013,23236.9655321695
Slovenia,2014,24013.0682060959
Slovenia,2015,20697.2748530619
Slovenia,2016,21447.8377796036
Slovenia,2017,23303.077705959
Slovenia,2018,25888.0481065655
Slovenia,2019,25814.1687167572
Slovenia,2020,25392.0651093612
Slovenia,2021,29192.8401933019
Slovenia,2022,28360.3041467268
Slovenia,2023,32660.4753581346
Slovenia,2024,34301.0318686594
Sweden,1960,2128.36441205712
Sweden,1961,2304.47143531351
Sweden,1962,2485.46561781218
Sweden,1963,2675.07291656901
Sweden,1964,2961.02884624727
Sweden,1965,3227.87974049912
Sweden,1966,3477.89737890027
Sweden,1967,3746.2048797826
Sweden,1968,3953.08297234501
Sweden,1969,4262.92603293035
Sweden,1970,4729.35071602705
Sweden,1971,5125.27034757101
Sweden,1972,6018.39052977191
Sweden,1973,7290.6303239401
Sweden,1974,8078.18604272449
Sweden,1975,10102.6388909372
Sweden,1976,10852.5192441428
Sweden,1977,11432.0214920218
Sweden,1978,12602.2217238449
Sweden,1979,14855.5957561141
Sweden,1980,17073.0446711494
Sweden,1981,15563.8332773497
Sweden,1982,13719.0538964279
Sweden,1983,12589.950077442
Sweden,1984,13080.0302290066
Sweden,1985,13647.0439039697
Sweden,1986,17954.9510185679
Sweden,1987,21760.9646490625
Sweden,1988,24499.1240758517
Sweden,1989,25625.0162127747
Sweden,1990,30549.3185706762
Sweden,1991,31776.6680192213
Sweden,1992,32753.4287003642
Sweden,1993,24389.8738124128
Sweden,1994,26045.5196995275
Sweden,1995,30254.0273028727
Sweden,1996,33022.2444768661
Sweden,1997,30324.1845796306
Sweden,1998,30605.3669074811
Sweden,1999,30968.8710702052
Sweden,2000,29632.5890811623
Sweden,2001,27259.3174300217
Sweden,2002,29957.7776664916
Sweden,2003,37292.2419727801
Sweden,2004,42758.0048564929
Sweden,2005,43378.4077394363
Sweden,2006,46531.3762240485
Sweden,2007,53568.3057787832
Sweden,2008,55817.1759726485
Sweden,2009,46707.6425044751
Sweden,2010,52542.5759090299
Sweden,2011,60379.4814599322
Sweden,2012,57749.5615420853
Sweden,2013,60843.9888799369
Sweden,2014,59583.4584491714
Sweden,2015,51188.1652120493
Sweden,2016,51703.5088332851
Sweden,2017,53210.2233318965
Sweden,2018,54018.4554391861
Sweden,2019,51648.9892820514
Sweden,2020,52568.5726980146
Sweden,2021,60647.5416365347
Sweden,2022,54836.8907235124
Sweden,2023,54950.2834725622
Sweden,2024,57117.4877440616
